Instruction, , , , , , , , , , Result, Operator, (, Operand, ), Actual Value(s),,,,,,,,,,,
AdjustedRate, , , , , , , , , ,11.3539, ?, , CostData.BaseRate, ,11.3539,,,,,,,,,,,
TermAmount, , , , , , , , , ,11.35, ?, , CostData.BaseRate, ,11.3539,,,,,,,,,,,
, CONTINUE, , , , , , , , , , R, ,0.01, ,11.35,,,,,,,,,,,
Blanket Farm Personal Property - Water, , , , , , , , , , , , , , , ,,,,,,,,,,,
FRM_RB_INDIANA (1), , , , , , , , , , , , , , , ,,,,,,,,,,,
Cov_E_Water (1), , , , , , , , , , , , , , , ,,,,,,,,,,,
AcreageFactor, , , , , , , , , ,1, ?, ,1, ,1,,,,,,,,,,,
AcreageFactor, , , , , , , , , ,1, ?, , table:Acreage.Water, ," ""(1", <<57,57>>," Cov E) = 1""",,,,,,,,
PolicySizeFactor, , , , , , , , , ,1, ?, , table:PolicySizeRelativity.Water, ," ""(1",100000," Cov E) = 1""",,,,,,,,,
BaseRate, , , , , , , , , ,0.296725071, ?, , table:BaseRate.Water, ," ""(1"," Cov E) = 0.45""",,,,,,,,,,
, CONTINUE, , , , , , , , , , ×, , table:Territory Relativities.Water, ," ""(1", Cov E," 46063) = 0.867""",,,,,,,,,
, CONTINUE, , , , , , , , , , ×, , table:Wind Hail Exclusion.Water, , (false) = 1,,,,,,,,,,,
, CONTINUE, , , , , , , , , , ×, , AcreageFactor, ,1,,,,,,,,,,,
, CONTINUE, , , , , , , , , , ×, , table:Farm_Type.Water, ," ""(1", Crops," Cov E) = 1""",,,,,,,,,
, CONTINUE, , , , , , , , , , ×, , table:Credit.Water, ," ""(1", <<731,731>>," Cov E) = 0.989""",,,,,,,,
, CONTINUE, , , , , , , , , , ×, , table:Protection Class.Water, ," ""(1",10," Cov E) = 1""",,,,,,,,,
, CONTINUE, , , , , , , , , , ×, , table:MultipolicyDiscount.Water, ," ""(1", false, false, false, false, false," false) = 1""",,,,,
, CONTINUE, , , , , , , , , , ×, , PolicySizeFactor, ,1,,,,,,,,,,,
, CONTINUE, , , , , , , , , , ×, , table:All Perils Deductible.Water, ," ""(1", Cov E,2500, <<100000,"100000>>) = 0.769""",,,,,,,
, CONTINUE, , , , , , , , , , ×, , table:EmployeeDiscount, ," ""(false"," 1) = 1""",,,,,,,,,,
BaseRate, , , , , , , , , ,0.2967, ?, , CostData.BaseRate, ,0.2967,,,,,,,,,,,
, CONTINUE, , , , , , , , , , ×, , RatingInfo.IRPMFactor, ,1,,,,,,,,,,,
BaseRate, , , , , , , , , ,0.2967, ?, , CostData.BaseRate, ,0.2967,,,,,,,,,,,
, CONTINUE, , , , , , , , , , +, , table:Fixed Expense.Water, ," ""(1"," Cov E) = 0""",,,,,,,,,,
AdjustedRate, , , , , , , , , ,0.2967, ?, , CostData.BaseRate, ,0.2967,,,,,,,,,,,
TermAmount, , , , , , , , , ,0.3, ?, , CostData.BaseRate, ,0.2967,,,,,,,,,,,
, CONTINUE, , , , , , , , , , R, ,0.01, ,0.3,,,,,,,,,,,
Scheduled Farm Personal Property ( Combines ) -Liability-Replacement Cost-(Yes)-(2635), , , , , , , , , , , , , , , ,,,,,,,,,,,
FRM_RB_INDIANA (1), , , , , , , , , , , , , , , ,,,,,,,,,,,
Cov_F_Liability (1), , , , , , , , , , , , , , , ,,,,,,,,,,,
AcreageFactor, , , , , , , , , ,1, ?, ,1, ,1,,,,,,,,,,,
PolicySizeFactor, , , , , , , , , ,1.2098, ?, , table:PolicySizeRelativity.Liability, ," ""(1",400000," Cov F) = 1.2098""",,,,,,,,,
AcreageFactor, , , , , , , , , ,1.19, ?, , table:Acreage.Liability, ," ""(1", <<57,57>>," Cov F) = 1.19""",,,,,,,,
BaseRate, , , , , , , , , ,20.24404188, ?, , table:BaseRate.Liability, ," ""(1"," Cov F) = 14.42""",,,,,,,,,,
, CONTINUE, , , , , , , , , , ×, , table:Territory Relativities.Liability, ," ""(1", Cov F," 46063) = 0.9""",,,,,,,,,
, CONTINUE, , , , , , , , , , ×, , table:Wind Hail Exclusion.Liability, , (false) = 1,,,,,,,,,,,
, CONTINUE, , , , , , , , , , ×, , AcreageFactor, ,1.19,,,,,,,,,,,
, CONTINUE, , , , , , , , , , ×, , table:Farm_Type.Liability, ," ""(1", Crops," Cov F) = 1""",,,,,,,,,
, CONTINUE, , , , , , , , , , ×, , table:Farm Property Class.Liability, ," ""(1"," Combines) = 1.1""",,,,,,,,,,
, CONTINUE, , , , , , , , , , ×, , table:Credit.Liability, ," ""(1", <<731,731>>," Cov F) = 0.985""",,,,,,,,
, CONTINUE, , , , , , , , , , ×, , table:Protection Class.Liability, ," ""(1",10," Cov F) = 1""",,,,,,,,,
, CONTINUE, , , , , , , , , , ×, , table:Age Of Equipment.Liability, ," ""(1", <<1,1>>," Combines) = 1""",,,,,,,,
, CONTINUE, , , , , , , , , , ×, , table:MultipolicyDiscount.Liability, ," ""(1", false, false, false, false, false," false) = 1""",,,,,
, CONTINUE, , , , , , , , , , ×, , PolicySizeFactor, ,1.2098,,,,,,,,,,,
, CONTINUE, , , , , , , , , , ×, , table:All Perils Deductible.Liability, ," ""(1", Cov F,500, <<400000,"400000>>) = 1""",,,,,,,
, CONTINUE, , , , , , , , , , ×, , table:EmployeeDiscount, ," ""(false"," 1) = 1""",,,,,,,,,,
BaseRate, , , , , , , , , ,20.244, ?, , CostData.BaseRate, ,20.244,,,,,,,,,,,
, CONTINUE, , , , , , , , , , ×, , RatingInfo.IRPMFactor, ,1,,,,,,,,,,,
BaseRate, , , , , , , , , ,20.244, ?, , CostData.BaseRate, ,20.244,,,,,,,,,,,
, CONTINUE, , , , , , , , , , +, , table:Fixed Expense.Liability, ," ""(1"," Cov F) = 0""",,,,,,,,,,
AdjustedRate, , , , , , , , , ,20.244, ?, , CostData.BaseRate, ,20.244,,,,,,,,,,,
TermAmount, , , , , , , , , ,20.24, ?, , CostData.BaseRate, ,20.244,,,,,,,,,,,
, CONTINUE, , , , , , , , , , R, ,0.01, ,20.24,,,,,,,,,,,
Equine Liability - Farrier Service, , , , , , , , , , , , , , , ,,,,,,,,,,,
FRM_RB_INDIANA (1), , , , , , , , , , , , , , , ,,,,,,,,,,,
EquineFarrier (1), , , , , , , , , , , , , , , ,,,,,,,,,,,
Result1, , , , , , , , , ,40.4055, ?, , table:Endorse_CovG, ," ""(zu2hae4vbufbe8oojpvfcmn7u48"," null) = 30.75""",,,,,,,,,,
, CONTINUE, , , , , , , , , , ×, (,1, ,1,,,,,,,,,,,
, CONTINUE, , , , , , , , , , +, , table:CoverageModificataionByLimit.Liability, )," ""(FRMFarmPersLiabCov"," 500k1m) = 0.314""",,,,,,,,,,
Result2, , , , , , , , , ,9.92225, ?, , table:Endorse_CovH, ," ""(zu2hae4vbufbe8oojpvfcmn7u48"," null) = 9.23""",,,,,,,,,,
, CONTINUE, , , , , , , , , , ×, (,1, ,1,,,,,,,,,,,
, CONTINUE, , , , , , , , , , +, , table:CoverageModificataionByLimit.Liability, )," ""(FRMMedPayOthersCov"," 5000) = 0.075""",,,,,,,,,,
Result3, , , , , , , , , ,50.32775, ?, , Result1, ,40.4055,,,,,,,,,,,
, CONTINUE, , , , , , , , , , +, , Result2, ,9.92225,,,,,,,,,,,
BaseRate, , , , , , , , , ,1246.870006, ?, , Result3, ,50.32775,,,,,,,,,,,
, CONTINUE, , , , , , , , , , ×, (, CoverageInfo.EquineFarrierServiceReceipts, ,25000,,,,,,,,,,,
, CONTINUE, , , , , , , , , , ÷, ,1000, ),1000,,,,,,,,,,,
, CONTINUE, , , , , , , , , , ×, , table:Endorsement Loss, , (0) = 1,,,,,,,,,,,
, CONTINUE, , , , , , , , , , ×, , table:Credit.Optional Coverage, ," ""(1", <<731,731>>," Optional) = 0.991""",,,,,,,,
, CONTINUE, , , , , , , , , , ×, , table:MultipolicyDiscount.Optional Coverage, ," ""(1", false, false, false, false, false," false) = 1""",,,,,
, CONTINUE, , , , , , , , , , ×, , table:EmployeeDiscount, ," ""(false"," 1) = 1""",,,,,,,,,,
BaseRate, , , , , , , , , ,1246.87, ?, , CostData.BaseRate, ,1246.87,,,,,,,,,,,
, CONTINUE, , , , , , , , , , ×, , RatingInfo.IRPMFactor, ,1,,,,,,,,,,,
AdjustedRate, , , , , , , , , ,1246.87, ?, , CostData.BaseRate, ,1246.87,,,,,,,,,,,
TermAmount, , , , , , , , , ,1246.87, ?, , CostData.BaseRate, ,1246.87,,,,,,,,,,,
, CONTINUE, , , , , , , , , , R, ,0.01, ,1246.87,,,,,,,,,,,
Fire Legal Liability Coverage, , , , , , , , , , , , , , , ,,,,,,,,,,,
FRM_RB_INDIANA (1), , , , , , , , , , , , , , , ,,,,,,,,,,,
FireLegal (1), , , , , , , , , , , , , , , ,,,,,,,,,,,
BaseRate, , , , , , , , , ,247.75, ?, , table:FireLegal, , (350000) = 250,,,,,,,,,,,
, CONTINUE, , , , , , , , , , ×, , table:Endorsement Loss, , (0) = 1,,,,,,,,,,,
, CONTINUE, , , , , , , , , , ×, , table:Credit.Optional Coverage, ," ""(1", <<731,731>>," Optional) = 0.991""",,,,,,,,
, CONTINUE, , , , , , , , , , ×, , table:MultipolicyDiscount.Optional Coverage, ," ""(1", false, false, false, false, false," false) = 1""",,,,,
, CONTINUE, , , , , , , , , , ×, , table:EmployeeDiscount, ," ""(false"," 1) = 1""",,,,,,,,,,
BaseRate, , , , , , , , , ,247.75, ?, , CostData.BaseRate, ,247.75,,,,,,,,,,,
, CONTINUE, , , , , , , , , , ×, , RatingInfo.IRPMFactor, ,1,,,,,,,,,,,
AdjustedRate, , , , , , , , , ,247.75, ?, , CostData.BaseRate, ,247.75,,,,,,,,,,,
TermAmount, , , , , , , , , ,247.75, ?, , CostData.BaseRate, ,247.75,,,,,,,,,,,
, CONTINUE, , , , , , , , , , R, ,0.01, ,247.75,,,,,,,,,,,
Blanket Farm Personal Property - Hail, , , , , , , , , , , , , , , ,,,,,,,,,,,
FRM_RB_INDIANA (1), , , , , , , , , , , , , , , ,,,,,,,,,,,
Cov_E_Hail (1), , , , , , , , , , , , , , , ,,,,,,,,,,,
PolicySizeFactor, , , , , , , , , ,1, ?, , table:PolicySizeRelativity.Hail, ," ""(1",100000," Cov E) = 1""",,,,,,,,,
AcreageFactor, , , , , , , , , ,1, ?, ,1, ,1,,,,,,,,,,,
AcreageFactor, , , , , , , , , ,1, ?, , table:Acreage.Hail, ," ""(1", <<57,57>>," Cov E) = 1""",,,,,,,,
BaseRate, , , , , , , , , ,1.15579305, ?, , table:BaseRate.Hail, ," ""(1"," Cov E) = 1.35""",,,,,,,,,,
, CONTINUE, , , , , , , , , , ×, , table:Territory Relativities.Hail, ," ""(1", Cov E," 46063) = 0.857""",,,,,,,,,
, CONTINUE, , , , , , , , , , ×, , table:Wind Hail Exclusion.Hail, , (false) = 1,,,,,,,,,,,
, CONTINUE, , , , , , , , , , ×, , AcreageFactor, ,1,,,,,,,,,,,
, CONTINUE, , , , , , , , , , ×, , table:Farm_Type.Hail, ," ""(1", Crops," Cov E) = 1""",,,,,,,,,
, CONTINUE, , , , , , , , , , ×, , table:Credit.Hail, ," ""(1", <<731,731>>," Cov E) = 0.999""",,,,,,,,
, CONTINUE, , , , , , , , , , ×, , table:Protection Class.Hail, ," ""(1",10," Cov E) = 1""",,,,,,,,,
, CONTINUE, , , , , , , , , , ×, , table:MultipolicyDiscount.Hail, ," ""(1", false, false, false, false, false," false) = 1""",,,,,
, CONTINUE, , , , , , , , , , ×, , PolicySizeFactor, ,1,,,,,,,,,,,
, CONTINUE, , , , , , , , , , ×, , table:All Perils Deductible.Hail, ," ""(1", Cov E,2500, <<100000,"100000>>) = 1""",,,,,,,
, CONTINUE, , , , , , , , , , ×, , table:EmployeeDiscount, ," ""(false"," 1) = 1""",,,,,,,,,,
BaseRate, , , , , , , , , ,1.1558, ?, , CostData.BaseRate, ,1.1558,,,,,,,,,,,
, CONTINUE, , , , , , , , , , ×, , RatingInfo.IRPMFactor, ,1,,,,,,,,,,,
BaseRate, , , , , , , , , ,1.1558, ?, , CostData.BaseRate, ,1.1558,,,,,,,,,,,
, CONTINUE, , , , , , , , , , +, , table:Fixed Expense.Hail, ," ""(1"," Cov E) = 0""",,,,,,,,,,
AdjustedRate, , , , , , , , , ,1.1558, ?, , CostData.BaseRate, ,1.1558,,,,,,,,,,,
TermAmount, , , , , , , , , ,1.16, ?, , CostData.BaseRate, ,1.1558,,,,,,,,,,,
, CONTINUE, , , , , , , , , , R, ,0.01, ,1.16,,,,,,,,,,,
Scheduled Farm Personal Property ( Combines ) -Hail-Replacement Cost-(Yes)-(2635), , , , , , , , , , , , , , , ,,,,,,,,,,,
FRM_RB_INDIANA (1), , , , , , , , , , , , , , , ,,,,,,,,,,,
Cov_F_Hail (1), , , , , , , , , , , , , , , ,,,,,,,,,,,
PolicySizeFactor, , , , , , , , , ,4, ?, , table:PolicySizeRelativity.Hail, ," ""(1",400000," Cov F) = 4""",,,,,,,,,
AcreageFactor, , , , , , , , , ,1, ?, ,1, ,1,,,,,,,,,,,
AcreageFactor, , , , , , , , , ,1, ?, , table:Acreage.Hail, ," ""(1", <<57,57>>," Cov F) = 1""",,,,,,,,
BaseRate, , , , , , , , , ,1.23284592, ?, , table:BaseRate.Hail, ," ""(1"," Cov F) = 0.36""",,,,,,,,,,
, CONTINUE, , , , , , , , , , ×, , table:Territory Relativities.Hail, ," ""(1", Cov F," 46063) = 0.857""",,,,,,,,,
, CONTINUE, , , , , , , , , , ×, , table:Wind Hail Exclusion.Hail, , (false) = 1,,,,,,,,,,,
, CONTINUE, , , , , , , , , , ×, , AcreageFactor, ,1,,,,,,,,,,,
, CONTINUE, , , , , , , , , , ×, , table:Farm_Type.Hail, ," ""(1", Crops," Cov F) = 1""",,,,,,,,,
, CONTINUE, , , , , , , , , , ×, , table:Farm Property Class.Hail, ," ""(1"," Combines) = 1""",,,,,,,,,,
, CONTINUE, , , , , , , , , , ×, , table:Credit.Hail, ," ""(1", <<731,731>>," Cov F) = 0.999""",,,,,,,,
, CONTINUE, , , , , , , , , , ×, , table:Protection Class.Hail, ," ""(1",10," Cov F) = 1""",,,,,,,,,
, CONTINUE, , , , , , , , , , ×, , table:Age Of Equipment.Hail, ," ""(1", <<1,1>>," Combines) = 1""",,,,,,,,
, CONTINUE, , , , , , , , , , ×, , table:MultipolicyDiscount.Hail, ," ""(1", false, false, false, false, false," false) = 1""",,,,,
, CONTINUE, , , , , , , , , , ×, , PolicySizeFactor, ,4,,,,,,,,,,,
, CONTINUE, , , , , , , , , , ×, , table:All Perils Deductible.Hail, ," ""(1", Cov F,500, <<400000,"400000>>) = 1""",,,,,,,
, CONTINUE, , , , , , , , , , ×, , table:EmployeeDiscount, ," ""(false"," 1) = 1""",,,,,,,,,,
BaseRate, , , , , , , , , ,1.2328, ?, , CostData.BaseRate, ,1.2328,,,,,,,,,,,
, CONTINUE, , , , , , , , , , ×, , RatingInfo.IRPMFactor, ,1,,,,,,,,,,,
BaseRate, , , , , , , , , ,1.2328, ?, , CostData.BaseRate, ,1.2328,,,,,,,,,,,
, CONTINUE, , , , , , , , , , +, , table:Fixed Expense.Hail, ," ""(1"," Cov F) = 0""",,,,,,,,,,
AdjustedRate, , , , , , , , , ,1.2328, ?, , CostData.BaseRate, ,1.2328,,,,,,,,,,,
TermAmount, , , , , , , , , ,1.23, ?, , CostData.BaseRate, ,1.2328,,,,,,,,,,,
, CONTINUE, , , , , , , , , , R, ,0.01, ,1.23,,,,,,,,,,,
"Equine Liability - Livestock Drawn Carriage, Hay, Sleigh, Wagon Rides - On Premises Only", , , , , , , , , , , , , , , ,,,,,,,,,,,
FRM_RB_INDIANA (1), , , , , , , , , , , , , , , ,,,,,,,,,,,
EquineLivstckDrwn (1), , , , , , , , , , , , , , , ,,,,,,,,,,,
Result1, , , , , , , , , ,210.6342, ?, , table:Endorse_CovG, ," ""(z9che4h20k1dgduqop8dbthl2j8"," null) = 160.3""",,,,,,,,,,
, CONTINUE, , , , , , , , , , ×, (,1, ,1,,,,,,,,,,,
, CONTINUE, , , , , , , , , , +, , table:CoverageModificataionByLimit.Liability, )," ""(FRMFarmPersLiabCov"," 500k1m) = 0.314""",,,,,,,,,,
Result2, , , , , , , , , ,44.075, ?, , table:Endorse_CovH, ," ""(z9che4h20k1dgduqop8dbthl2j8"," null) = 41""",,,,,,,,,,
, CONTINUE, , , , , , , , , , ×, (,1, ,1,,,,,,,,,,,
, CONTINUE, , , , , , , , , , +, , table:CoverageModificataionByLimit.Liability, )," ""(FRMMedPayOthersCov"," 5000) = 0.075""",,,,,,,,,,
Result3, , , , , , , , , ,254.7092, ?, , Result1, ,210.6342,,,,,,,,,,,
, CONTINUE, , , , , , , , , , +, , Result2, ,44.075,,,,,,,,,,,
BaseRate, , , , , , , , , ,6310.42043, ?, , Result3, ,254.7092,,,,,,,,,,,
, CONTINUE, , , , , , , , , , ×, (, CoverageInfo.EquineLivstckDrawnRides, ,25000,,,,,,,,,,,
, CONTINUE, , , , , , , , , , ÷, ,1000, ),1000,,,,,,,,,,,
, CONTINUE, , , , , , , , , , ×, , table:Endorsement Loss, , (0) = 1,,,,,,,,,,,
, CONTINUE, , , , , , , , , , ×, , table:Credit.Optional Coverage, ," ""(1", <<731,731>>," Optional) = 0.991""",,,,,,,,
, CONTINUE, , , , , , , , , , ×, , table:MultipolicyDiscount.Optional Coverage, ," ""(1", false, false, false, false, false," false) = 1""",,,,,
, CONTINUE, , , , , , , , , , ×, , table:EmployeeDiscount, ," ""(false"," 1) = 1""",,,,,,,,,,
BaseRate, , , , , , , , , ,6310.4204, ?, , CostData.BaseRate, ,6310.4204,,,,,,,,,,,
, CONTINUE, , , , , , , , , , ×, , RatingInfo.IRPMFactor, ,1,,,,,,,,,,,
AdjustedRate, , , , , , , , , ,6310.4204, ?, , CostData.BaseRate, ,6310.4204,,,,,,,,,,,
TermAmount, , , , , , , , , ,6310.42, ?, , CostData.BaseRate, ,6310.4204,,,,,,,,,,,
, CONTINUE, , , , , , , , , , R, ,0.01, ,6310.42,,,,,,,,,,,
Scheduled Farm Personal Property ( Combines ) -Water-Replacement Cost-(Yes)-(2635), , , , , , , , , , , , , , , ,,,,,,,,,,,
FRM_RB_INDIANA (1), , , , , , , , , , , , , , , ,,,,,,,,,,,
Cov_F_Water (1), , , , , , , , , , , , , , , ,,,,,,,,,,,
AcreageFactor, , , , , , , , , ,1, ?, ,1, ,1,,,,,,,,,,,
PolicySizeFactor, , , , , , , , , ,2.8722, ?, , table:PolicySizeRelativity.Water, ," ""(1",400000," Cov F) = 2.8722""",,,,,,,,,
AcreageFactor, , , , , , , , , ,1, ?, , table:Acreage.Water, ," ""(1", <<57,57>>," Cov F) = 1""",,,,,,,,
BaseRate, , , , , , , , , ,11.26792499, ?, , table:BaseRate.Water, ," ""(1"," Cov F) = 4.26""",,,,,,,,,,
, CONTINUE, , , , , , , , , , ×, , table:Territory Relativities.Water, ," ""(1", Cov F," 46063) = 0.867""",,,,,,,,,
, CONTINUE, , , , , , , , , , ×, , table:Wind Hail Exclusion.Water, , (false) = 1,,,,,,,,,,,
, CONTINUE, , , , , , , , , , ×, , AcreageFactor, ,1,,,,,,,,,,,
, CONTINUE, , , , , , , , , , ×, , table:Farm_Type.Water, ," ""(1", Crops," Cov F) = 1""",,,,,,,,,
, CONTINUE, , , , , , , , , , ×, , table:Farm Property Class.Water, ," ""(1"," Combines) = 1""",,,,,,,,,,
, CONTINUE, , , , , , , , , , ×, , table:Credit.Water, ," ""(1", <<731,731>>," Cov F) = 0.989""",,,,,,,,
, CONTINUE, , , , , , , , , , ×, , table:Protection Class.Water, ," ""(1",10," Cov F) = 1""",,,,,,,,,
, CONTINUE, , , , , , , , , , ×, , table:Age Of Equipment.Water, ," ""(1", <<1,1>>," Combines) = 1""",,,,,,,,
, CONTINUE, , , , , , , , , , ×, , table:MultipolicyDiscount.Water, ," ""(1", false, false, false, false, false," false) = 1""",,,,,
, CONTINUE, , , , , , , , , , ×, , PolicySizeFactor, ,2.8722,,,,,,,,,,,
, CONTINUE, , , , , , , , , , ×, , table:All Perils Deductible.Water, ," ""(1", Cov F,500, <<400000,"400000>>) = 1.074""",,,,,,,
, CONTINUE, , , , , , , , , , ×, , table:EmployeeDiscount, ," ""(false"," 1) = 1""",,,,,,,,,,
BaseRate, , , , , , , , , ,11.2679, ?, , CostData.BaseRate, ,11.2679,,,,,,,,,,,
, CONTINUE, , , , , , , , , , ×, , RatingInfo.IRPMFactor, ,1,,,,,,,,,,,
BaseRate, , , , , , , , , ,11.2679, ?, , CostData.BaseRate, ,11.2679,,,,,,,,,,,
, CONTINUE, , , , , , , , , , +, , table:Fixed Expense.Water, ," ""(1"," Cov F) = 0""",,,,,,,,,,
AdjustedRate, , , , , , , , , ,11.2679, ?, , CostData.BaseRate, ,11.2679,,,,,,,,,,,
TermAmount, , , , , , , , , ,11.27, ?, , CostData.BaseRate, ,11.2679,,,,,,,,,,,
, CONTINUE, , , , , , , , , , R, ,0.01, ,11.27,,,,,,,,,,,
Pick Your Own Operations, , , , , , , , , , , , , , , ,,,,,,,,,,,
FRM_RB_INDIANA (1), , , , , , , , , , , , , , , ,,,,,,,,,,,
PickYourOwn (1), , , , , , , , , , , , , , , ,,,,,,,,,,,
Result1, , , , , , , , , ,12.1545, ?, , table:Endorse_CovG, ," ""(FRMPickOwnOperationsCov"," null) = 9.25""",,,,,,,,,,
, CONTINUE, , , , , , , , , , ×, (, table:CoverageModificataionByLimit.Liability, ," ""(FRMFarmPersLiabCov"," 500k1m) = 0.314""",,,,,,,,,,
, CONTINUE, , , , , , , , , , +, ,1, ),1,,,,,,,,,,,
Result2, , , , , , , , , ,2.9885, ?, , table:Endorse_CovH, ," ""(FRMPickOwnOperationsCov"," null) = 2.78""",,,,,,,,,,
, CONTINUE, , , , , , , , , , ×, (, table:CoverageModificataionByLimit.Liability, ," ""(FRMMedPayOthersCov"," 5000) = 0.075""",,,,,,,,,,
, CONTINUE, , , , , , , , , , +, ,1, ),1,,,,,,,,,,,
Result3, , , , , , , , , ,15.143, ?, , Result1, ,12.1545,,,,,,,,,,,
, CONTINUE, , , , , , , , , , +, , Result2, ,2.9885,,,,,,,,,,,
BaseRate, , , , , , , , , ,56.487, ?, , RatingInfo.PrimaryFarmLocationAcres, ,57,,,,,,,,,,,
, CONTINUE, , , , , , , , , , ×, , table:Endorsement Loss, , (0) = 1,,,,,,,,,,,
, CONTINUE, , , , , , , , , , ×, , table:Credit.Optional Coverage, ," ""(4", <<731,731>>," Optional) = 0.991""",,,,,,,,
, CONTINUE, , , , , , , , , , ×, , table:MultipolicyDiscount.Optional Coverage, ," ""(4", false, false, false, false, false," false) = 1""",,,,,
, CONTINUE, , , , , , , , , , ×, , table:EmployeeDiscount, ," ""(false"," 4) = 1""",,,,,,,,,,
BaseRate, , , , , , , , , ,56.487, ?, , CostData.BaseRate, ,56.487,,,,,,,,,,,
, CONTINUE, , , , , , , , , , ×, , RatingInfo.IRPMFactor, ,1,,,,,,,,,,,
AdjustedRate, , , , , , , , , ,56.487, ?, , CostData.BaseRate, ,56.487,,,,,,,,,,,
TermAmount, , , , , , , , , ,56.49, ?, , CostData.BaseRate, ,56.487,,,,,,,,,,,
, CONTINUE, , , , , , , , , , R, ,0.01, ,56.49,,,,,,,,,,,
TermAmount, , , , , , , , , ,100, ?, , table:Endorse_LiabMin, ," ""(FRMPickOwnOperationsCov"," null) = 100""",,,,,,,,,,
, CONTINUE, , , , , , , , , , R, ,0.01, ,100,,,,,,,,,,,
Equine Liability - Trail Rides – On Premises Only, , , , , , , , , , , , , , , ,,,,,,,,,,,
FRM_RB_INDIANA (1), , , , , , , , , , , , , , , ,,,,,,,,,,,
EquineTrailRides (1), , , , , , , , , , , , , , , ,,,,,,,,,,,
Result1, , , , , , , , , ,27.96192, ?, , table:Endorse_CovG, ," ""(zrjh6mgff4l5s930lmqnb50ou09"," null) = 21.28""",,,,,,,,,,
, CONTINUE, , , , , , , , , , ×, (, table:CoverageModificataionByLimit.Liability, ," ""(FRMFarmPersLiabCov"," 500k1m) = 0.314""",,,,,,,,,,
, CONTINUE, , , , , , , , , , +, ,1, ),1,,,,,,,,,,,
Result2, , , , , , , , , ,6.8585, ?, , table:Endorse_CovH, ," ""(zrjh6mgff4l5s930lmqnb50ou09"," null) = 6.38""",,,,,,,,,,
, CONTINUE, , , , , , , , , , ×, (, table:CoverageModificataionByLimit.Liability, ," ""(FRMMedPayOthersCov"," 5000) = 0.075""",,,,,,,,,,
, CONTINUE, , , , , , , , , , +, ,1, ),1,,,,,,,,,,,
Result3, , , , , , , , , ,34.82042, ?, , Result1, ,27.96192,,,,,,,,,,,
, CONTINUE, , , , , , , , , , +, , Result2, ,6.8585,,,,,,,,,,,
BaseRate, , , , , , , , , ,1725.351811, ?, , Result3, ,34.82042,,,,,,,,,,,
, CONTINUE, , , , , , , , , , ×, (, CoverageInfo.EquineTrailRideReceipts, ,50000,,,,,,,,,,,
, CONTINUE, , , , , , , , , , ÷, ,1000, ),1000,,,,,,,,,,,
, CONTINUE, , , , , , , , , , ×, , table:Endorsement Loss, , (0) = 1,,,,,,,,,,,
, CONTINUE, , , , , , , , , , ×, , table:Credit.Optional Coverage, ," ""(1", <<731,731>>," Optional) = 0.991""",,,,,,,,
, CONTINUE, , , , , , , , , , ×, , table:MultipolicyDiscount.Optional Coverage, ," ""(1", false, false, false, false, false," false) = 1""",,,,,
, CONTINUE, , , , , , , , , , ×, , table:EmployeeDiscount, ," ""(false"," 1) = 1""",,,,,,,,,,
BaseRate, , , , , , , , , ,1725.3518, ?, , CostData.BaseRate, ,1725.3518,,,,,,,,,,,
, CONTINUE, , , , , , , , , , ×, , RatingInfo.IRPMFactor, ,1,,,,,,,,,,,
AdjustedRate, , , , , , , , , ,1725.3518, ?, , CostData.BaseRate, ,1725.3518,,,,,,,,,,,
TermAmount, , , , , , , , , ,1725.35, ?, , CostData.BaseRate, ,1725.3518,,,,,,,,,,,
, CONTINUE, , , , , , , , , , R, ,0.01, ,1725.35,,,,,,,,,,,
Fire Department Service Charge, , , , , , , , , , , , , , , ,,,,,,,,,,,
FRM_RB_INDIANA (1), , , , , , , , , , , , , , , ,,,,,,,,,,,
FireDpt (1), , , , , , , , , , , , , , , ,,,,,,,,,,,
BaseRate, , , , , , , , , ,9.91, ?, , table:Endorsement Property, , (FRMFireDeptServChgCov) = 20,,,,,,,,,,,
, CONTINUE, , , , , , , , , , ×, (, CoverageInfo.FireDeptServiceChargeLimit, ,3000,,,,,,,,,,,
, CONTINUE, , , , , , , , , , ?, ,2500, ),2500,,,,,,,,,,,
, CONTINUE, , , , , , , , , , ÷, ,1000, ,1000,,,,,,,,,,,
, CONTINUE, , , , , , , , , , ×, , table:Credit.Optional Coverage, ," ""(1", <<731,731>>," Optional) = 0.991""",,,,,,,,
, CONTINUE, , , , , , , , , , ×, , table:MultipolicyDiscount.Optional Coverage, ," ""(1", false, false, false, false, false," false) = 1""",,,,,
, CONTINUE, , , , , , , , , , ×, , table:EmployeeDiscount, ," ""(false"," 1) = 1""",,,,,,,,,,
BaseRate, , , , , , , , , ,9.91, ?, , CostData.BaseRate, ,9.91,,,,,,,,,,,
, CONTINUE, , , , , , , , , , ×, , RatingInfo.IRPMFactor, ,1,,,,,,,,,,,
AdjustedRate, , , , , , , , , ,9.91, ?, , CostData.BaseRate, ,9.91,,,,,,,,,,,
TermAmount, , , , , , , , , ,9.91, ?, , CostData.BaseRate, ,9.91,,,,,,,,,,,
, CONTINUE, , , , , , , , , , R, ,0.01, ,9.91,,,,,,,,,,,
